A_23_P252981	A_23_P102816	80	98	7	19	-0.459	0.493	1.44	-1.03	0.678	0.689	0.169	0.432
A_23_P252981	A_23_P102832	1	133	14	8	3.33	-0.996	-6.35	2.68	0.0350	0.961	0.742	0.202
A_23_P252981	A_23_P102842	1	11	7	1	1.79	-1.06	-1.50	1.79	0.0940	0.846	0.778	0.0940
A_23_P252981	A_23_P102864	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
A_23_P252981	A_23_P102876	6	11	6	0	1.00	-0.667	-1.00	1.73	0.397	0.764	0.659	0.00
A_23_P252981	A_23_P102884	35	20	1	20	-1.54	1.67	2.85	-2.31	0.785	0.422	0.0362	0.698
A_23_P252981	A_23_P102890	9	2	6	6	-0.354	1.00	0.707	-0.447	0.656	0.194	0.418	0.564
A_23_P252981	A_23_P1029	154	62	42	3	0.705	-1.09	-1.37	2.60	0.746	0.613	0.563	0.0553
A_23_P252981	A_23_P10291	57	59	4	31	-1.46	1.31	2.84	-2.18	0.703	0.576	0.0878	0.601
A_23_P252981	A_23_P102917	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
A_23_P252981	A_23_P102919	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
A_23_P252981	A_23_P102925	17	23	3	10	-0.250	0.400	0.894	-0.333	0.612	0.619	0.179	0.504
A_23_P252981	A_23_P102937	20	11	3	10	-0.728	1.03	1.51	-1.13	0.729	0.422	0.170	0.584
A_23_P252981	A_23_P102950	31	97	25	11	1.96	-1.30	-3.33	2.65	0.392	0.821	0.557	0.199
A_23_P252981	A_23_P102965	234	0	1	37	-2.18	5.66	5.57	-12.7	0.994	0.00	0.0149	0.961
A_23_P252981	A_23_P102973	23	16	2	7	-0.436	0.688	1.34	-0.894	0.730	0.533	0.138	0.496
A_23_P252981	A_23_P102988	27	34	18	5	1.04	-0.928	-1.39	1.81	0.511	0.699	0.571	0.167
A_23_P252981	A_23_P102994	7	25	20	0	2.43	-2.25	-2.71	3.16	0.231	0.860	0.833	0.00
A_23_P252981	A_23_P103011	101	169	27	26	0.580	-0.390	-1.07	1.06	0.578	0.743	0.355	0.307
A_23_P252981	A_23_P103034	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
A_23_P252981	A_23_P103041	18	42	10	4	1.04	-0.649	-1.63	1.67	0.458	0.791	0.506	0.176
A_23_P252981	A_23_P10305	3	7	7	7	0.894	-0.408	-0.408	0.667	0.273	0.552	0.552	0.467
